SentenceId	Phrase	Sentiment
70	A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .	3
5600	In the wrong hands , i.e. Peploe 's , it 's simply unbearable	1
6333	In a summer overrun with movies dominated by CGI aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway .	4
7874	The film , like Jimmy 's routines , could use a few good laughs .	1
8147	Ends up offering nothing more than the latest Schwarzenegger or Stallone flick would .	1
1485	Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .	2
2784	Better effects , better acting and a hilarious Kenneth Branagh .	4
7487	Not kids , who do n't need the lesson in repugnance .	2
3111	turns a potentially interesting idea into an excruciating film school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters	0
6634	Strictly a ` guy 's film ' in the worst sense of the expression .	1
6975	A pure participatory event that malnourished intellectuals will gulp down in a frenzy .	2
975	Clever but not especially compelling .	2
2702	A relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .	2
1961	directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name	2
4431	Has all the scenic appeal of a cesspool .	0
1310	Ya-Yas everywhere will forgive the flaws and love the film .	3
1690	No one can doubt the filmmakers ' motives , but The Guys still feels counterproductive .	1
7061	If you saw Benigni 's Pinocchio at a public park , you 'd grab your kids and run and then probably call the police .	1
8193	Assayas ' ambitious , sometimes beautiful adaptation of Jacques Chardonne 's novel .	3
1629	A brisk , reverent , and subtly different sequel .	4
7825	If you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of Unfaithful .	3
6094	Bound to appeal to women looking for a howlingly trashy time .	3
7528	An uneven mix of dark satire and childhood awakening .	1
7748	I ca n't remember the last time I saw an audience laugh so much during a movie , but there 's only one problem ... it 's supposed to be a drama .	2
4865	That death is merely a transition is a common tenet in the world 's religions .	2
7015	An indispensable peek at the art and the agony of making people laugh .	3
769	Hugely accomplished slice of Hitchcockian suspense .	3
1669	... another example of how Sandler is losing his touch .	1
4321	Chances are you wo n't , either .	2
698	The Bard as black comedy -- Willie would have loved it .	4
1475	Ritchie 's film is easier to swallow than Wertmuller 's polemical allegory , but it 's self-defeatingly decorous .	1
1489	It 's all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect .	4
1552	Wait for pay per view or rental but do n't dismiss BarberShop out of hand .	2
6528	There 's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .	1
5160	There 's no disguising this as one of the worst films of the summer .	0
700	While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .	4
5640	Miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .	3
3370	One of the best inside-show-biz yarns ever .	4
4443	Your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .	2
5989	It is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .	0
8209	Even on its own ludicrous terms , The Sum of All Fears generates little narrative momentum , and invites unflattering comparisons to other installments in the Ryan series .	0
2142	` All in all , Reign of Fire will be a good -LRB- successful -RRB- rental . '	2
1474	Broomfield reveals an ironic manifestation of institutionalized slavery that ties a black-owned record label with a white-empowered police force .	2
4173	Everything 's serious , poetic , earnest and -- sadly -- dull .	1
4825	If horses could fly , this is surely what they 'd look like .	2
1452	As a film director , LaBute continues to improve .	3
7194	A must see for all sides of the political spectrum	4
5728	Bacon keeps things interesting , but do n't go out of your way to pay full price .	2
6501	It 's almost as if it 's an elaborate dare more than a full-blooded film .	2
7260	It falls far short of poetry , but it 's not bad prose .	3
8	The Importance of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations	3
7778	Feels like pieces a bunch of other , better movies slapped together .	1
1349	This is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least .	0
6666	It 's a good film , but it falls short of its aspiration to be a true ` epic ' .	2
8251	We 're drawn in by the dark luster .	3
5684	Although the film boils down to a lightweight story about matchmaking , the characters make Italian for Beginners worth the journey	3
4181	Duvall is strong as always .	4
8336	When it comes out on video , then it 's the perfect cure for insomnia .	0
2769	At times , it actually hurts to watch .	0
1487	These characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and I 'm all for that .	3
3185	Eight Legged Freaks is clever and funny , is amused by its special effects , and leaves you feeling like you 've seen a movie instead of an endless trailer .	3
4006	Think The Lion King redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs by Bryan Adams , the world 's most generic rock star .	0
6765	If you want to see a train wreck that you ca n't look away from , then look no further , because here it is .	2
6617	A film of quiet power .	3
4447	It 's hard to quibble with a flick boasting this many genuine cackles , but Notorious C.H.O. still feels like a promising work-in-progress .	3
1295	In an ART FILM !	3
1776	Beautifully filmed and well acted ... but admittedly problematic in its narrative specifics .	3
